TITLE;221109_Single_Spectra_Buffer_example
DATA TYPE;
ORIGIN;JASCO
OWNER;
DATE;22/11/09
TIME;13:50:00
SPECTROMETER/DATA SYSTEM;
LOCALE;11274
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;CD [mdeg]
Y2UNITS;HT [V]
FIRSTX;  240,0000
LASTX;  190,0000
NPOINTS;      51
FIRSTY;     0,49073
MAXY;     1,44888
MINY;    -1,76745
XYDATA
240,0000;0,490732;202,599
239,0000;0,440588;204,248
238,0000;0,405268;205,948
237,0000;0,374617;207,701
236,0000;0,321769;209,529
235,0000;0,304759;211,248
234,0000;0,27062;213,083
233,0000;0,232372;215,039
232,0000;0,183173;216,592
231,0000;0,13793;218,504
230,0000;0,0606253;220,547
229,0000;0,0136801;222,533
228,0000;-0,0262715;224,56
227,0000;-0,0439888;226,662
226,0000;-0,0558736;228,834
225,0000;-0,0780332;230,899
224,0000;-0,0999332;233,05
223,0000;-0,140965;235,157
222,0000;-0,170437;237,472
221,0000;-0,200362;239,725
220,0000;-0,209871;241,824
219,0000;-0,219981;244,268
218,0000;-0,262084;246,446
217,0000;-0,268701;248,687
216,0000;-0,315256;250,883
215,0000;-0,305217;253,059
214,0000;-0,348671;255,407
213,0000;-0,415128;257,76
212,0000;-0,466248;260,235
211,0000;-0,533137;262,56
210,0000;-0,574195;265,047
209,0000;-0,568876;267,638
208,0000;-0,586162;270,483
207,0000;-0,580685;273,413
206,0000;-0,598688;276,411
205,0000;-0,626469;279,868
204,0000;-0,620819;283,508
203,0000;-0,647834;287,931
202,0000;-0,697242;293,458
201,0000;-0,749636;300,02
200,0000;-0,738461;308,422
199,0000;-0,795782;318,364
198,0000;-0,820992;332,138
197,0000;-0,725615;349,746
196,0000;-0,879917;375,07
195,0000;-0,890989;409,729
194,0000;-0,643728;458,85
193,0000;-1,76745;528,658
192,0000;-1,62652;627,87
191,0000;0,0879583;740,93
190,0000;1,44888;859,343

##### Extended Information
[Comments]
Sample name;221109_Single_Spectra_Buffer_example
Comment;221109
User
Division
Company;IBR

[Detailed Information]
Creation date;9/11/2022 13:50

Data array type;Linear data array * 2
Horizontal axis;Wavelength [nm]
Vertical axis(1);CD [mdeg]
Vertical axis(2);HT [V]
Start;240 nm
End;190 nm
Data interval;1 nm
Data points;51      

[Measurement Information]
Instrument name;J-1500
Model name;J-1500
Serial No.;B043061638

Detector;PM-539
Detector S/N;B043061638
  Lock-in amp.;X mode
  HT volt;Auto

Accessory;PTC-517
Accessory S/N;B020861646
  Temperature;10.00 C
  Control sensor;Holder
  Monitor sensor;Holder
  Start Mode;Keep target temperature +/-0.10 deg C while 5 seconds

Measurement date;9/11/2022 13:49

CD Overload detect;47
Photometric mode;CD, HT
Measure range;240 - 190 nm
Data pitch;1 nm
CD scale;200 mdeg/1.0 dOD
FL scale;200 mdeg/1.0 dOD
D.I.T.;4 sec
Bandwidth;10.00 nm
Start mode;Immediately
Scanning mode;Continuous
Scanning speed;50 nm/min
Baseline correction;None
Shutter control;Auto
Accumulations;4
N2 Flowmeter;Manual


