TITLE;221108_single_spectra_buffer
DATA TYPE;
ORIGIN;JASCO
OWNER;
DATE;22/11/08
TIME;10:25:18
SPECTROMETER/DATA SYSTEM;
LOCALE;11274
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;CD [mdeg]
Y2UNITS;HT [V]
FIRSTX;  240,0000
LASTX;  190,0000
NPOINTS;      51
FIRSTY;    -0,21135
MAXY;     3,37368
MINY;    -0,21135
XYDATA
240,0000;-0,211355;200,446
239,0000;-0,174873;202,06
238,0000;-0,168674;203,707
237,0000;-0,162694;205,387
236,0000;-0,15745;207,149
235,0000;-0,166777;208,786
234,0000;-0,151221;210,539
233,0000;-0,171519;212,406
232,0000;-0,157117;213,866
231,0000;-0,139561;215,66
230,0000;-0,139054;217,554
229,0000;-0,128902;219,37
228,0000;-0,143449;221,202
227,0000;-0,11873;223,067
226,0000;-0,0848087;224,974
225,0000;-0,0889214;226,79
224,0000;-0,0633977;228,668
223,0000;-0,0229763;230,471
222,0000;-0,022326;232,428
221,0000;-0,0319136;234,284
220,0000;-0,0230565;236,006
219,0000;-0,0172374;238
218,0000;-0,000284545;239,725
217,0000;0,0469629;241,484
216,0000;0,045022;243,179
215,0000;0,0375062;244,859
214,0000;0,0418951;246,691
213,0000;0,0696465;248,543
212,0000;0,074602;250,526
211,0000;0,0671295;252,418
210,0000;0,0933079;254,505
209,0000;0,0769533;256,727
208,0000;0,143826;259,267
207,0000;0,12717;262,006
206,0000;0,125741;264,954
205,0000;0,16329;268,511
204,0000;0,193411;272,381
203,0000;0,123608;277,256
202,0000;0,155686;283,592
201,0000;0,196797;291,449
200,0000;0,383876;301,926
199,0000;0,374069;314,645
198,0000;0,494309;332,778
197,0000;0,588758;356,5
196,0000;0,719248;391,257
195,0000;0,749527;439,459
194,0000;0,643925;507,749
193,0000;0,342345;600,584
192,0000;0,720355;719,355
191,0000;1,22143;838,089
190,0000;3,37368;944,991

##### Extended Information
[Comments]
Sample name;221108_single_spectra_buffer
Comment
User
Division
Company;IBR

[Detailed Information]
Creation date;8/11/2022 10:25

Data array type;Linear data array * 2
Horizontal axis;Wavelength [nm]
Vertical axis(1);CD [mdeg]
Vertical axis(2);HT [V]
Start;240 nm
End;190 nm
Data interval;1 nm
Data points;51      

[Measurement Information]
Instrument name;J-1500
Model name;J-1500
Serial No.;B043061638

Detector;PM-539
Detector S/N;B043061638
  Lock-in amp.;X mode
  HT volt;Auto

Accessory;PTC-517
Accessory S/N;B020861646
  Temperature;24.98 C
  Control sensor;Holder
  Monitor sensor;Holder
  Start Mode;Keep target temperature +/-0.10 deg C while 5 seconds

Measurement date;8/11/2022 10:25

CD Overload detect;46
Photometric mode;CD, HT
Measure range;240 - 190 nm
Data pitch;1 nm
CD scale;200 mdeg/1.0 dOD
FL scale;200 mdeg/1.0 dOD
D.I.T.;4 sec
Bandwidth;10.00 nm
Start mode;Immediately
Scanning mode;Continuous
Scanning speed;50 nm/min
Baseline correction;None
Shutter control;Auto
Accumulations;4
N2 Flowmeter;Manual


